date,media,folder,group,title,topics,url,featured,featured_rank,naver_search
2022-10-16,전자신문,Blockchain-P2E,media-blockchain,카카오톡 장애를 바라보는 블록체인의 철학,카카오; 탈중앙화,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%B9%B4%EC%B9%B4%EC%98%A4%ED%86%A1%20%EC%9E%A5%EC%95%A0%EB%A5%BC%20%EB%B0%94%EB%9D%BC%EB%B3%B4%EB%8A%94%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%98%20%EC%B2%A0%ED%95%99
2022-10-12,전자신문,Blockchain-P2E,media-blockchain,안전한 NFT 2차 거래 가이드라인,NFT; 거래,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%95%88%EC%A0%84%ED%95%9C%20NFT%202%EC%B0%A8%20%EA%B1%B0%EB%9E%98%20%EA%B0%80%EC%9D%B4%EB%93%9C%EB%9D%BC%EC%9D%B8
2022-10-03,전자신문,Crypto-Stablecoin,media-crypto,루나 권도형은 왜 비트코인을 거래소로 송금했나?,루나; 권도형,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%A3%A8%EB%82%98%20%EA%B6%8C%EB%8F%84%ED%98%95%EC%9D%80%20%EC%99%9C%20%EB%B9%84%ED%8A%B8%EC%BD%94%EC%9D%B8%EC%9D%84%20%EA%B1%B0%EB%9E%98%EC%86%8C%EB%A1%9C%20%EC%86%A1%EA%B8%88%ED%96%88%EB%82%98%3F
2022-10-03,전자신문,Blockchain-P2E,media-blockchain,기업용 NFT 시장은 어떻게 접근해야 할까?,NFT; 기업,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B8%B0%EC%97%85%EC%9A%A9%20NFT%20%EC%8B%9C%EC%9E%A5%EC%9D%80%20%EC%96%B4%EB%96%BB%EA%B2%8C%20%EC%A0%91%EA%B7%BC%ED%95%B4%EC%95%BC%20%ED%95%A0%EA%B9%8C%3F
2022-09-24,전자신문,Blockchain-P2E,media-blockchain,메타콩즈의 이두희 사태의 본질과 해법,메타콩즈; NFT,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%A9%94%ED%83%80%EC%BD%A9%EC%A6%88%EC%9D%98%20%EC%9D%B4%EB%91%90%ED%9D%AC%20%EC%82%AC%ED%83%9C%EC%9D%98%20%EB%B3%B8%EC%A7%88%EA%B3%BC%20%ED%95%B4%EB%B2%95
2022-09-13,전자신문,Blockchain-P2E,media-blockchain,"P2E 산업, 공공의 적",P2E; 규제,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20P2E%20%EC%82%B0%EC%97%85%2C%20%EA%B3%B5%EA%B3%B5%EC%9D%98%20%EC%A0%81
2022-09-05,전자신문,Blockchain-P2E,media-blockchain,P2E의 대중화를 위한 법률 제언,P2E; 법률,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20P2E%EC%9D%98%20%EB%8C%80%EC%A4%91%ED%99%94%EB%A5%BC%20%EC%9C%84%ED%95%9C%20%EB%B2%95%EB%A5%A0%20%EC%A0%9C%EC%96%B8
2022-09-02,전자신문,Security,media-security,윈도우를 먹통으로 만든 알약의 오류 사태와 보안,알약; 보안사고,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9C%88%EB%8F%84%EC%9A%B0%EB%A5%BC%20%EB%A8%B9%ED%86%B5%EC%9C%BC%EB%A1%9C%20%EB%A7%8C%EB%93%A0%20%EC%95%8C%EC%95%BD%EC%9D%98%20%EC%98%A4%EB%A5%98%20%EC%82%AC%ED%83%9C%EC%99%80%20%EB%B3%B4%EC%95%88
2022-08-29,전자신문,Crypto-Stablecoin,media-crypto,비트코인 왜 폭락했나?,비트코인; 폭락,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B9%84%ED%8A%B8%EC%BD%94%EC%9D%B8%20%EC%99%9C%20%ED%8F%AD%EB%9D%BD%ED%96%88%EB%82%98%3F
2022-08-24,전자신문,Security,media-security,빅테크 기업에게 개인 프라이버시는 있을까?,프라이버시; 빅테크,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B9%85%ED%85%8C%ED%81%AC%20%EA%B8%B0%EC%97%85%EC%97%90%EA%B2%8C%20%EA%B0%9C%EC%9D%B8%20%ED%94%84%EB%9D%BC%EC%9D%B4%EB%B2%84%EC%8B%9C%EB%8A%94%20%EC%9E%88%EC%9D%84%EA%B9%8C%3F
2022-08-20,전자신문,AI,media-ai,인공지능이 만드는 프로그램 개발의 혁신,AI코딩; 개발,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%9D%B4%20%EB%A7%8C%EB%93%9C%EB%8A%94%20%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%20%EA%B0%9C%EB%B0%9C%EC%9D%98%20%ED%98%81%EC%8B%A0
2022-08-17,전자신문,Blockchain-P2E,media-blockchain,P2E에서 클레이튼의 가능성과 리스크,클레이튼; P2E,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20P2E%EC%97%90%EC%84%9C%20%ED%81%B4%EB%A0%88%EC%9D%B4%ED%8A%BC%EC%9D%98%20%EA%B0%80%EB%8A%A5%EC%84%B1%EA%B3%BC%20%EB%A6%AC%EC%8A%A4%ED%81%AC
2022-08-15,전자신문,Macro-Policy,media-macro,소프트뱅크 손정의의 실패에서 배우는 스타트업,소프트뱅크; 스타트업,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%86%8C%ED%94%84%ED%8A%B8%EB%B1%85%ED%81%AC%20%EC%86%90%EC%A0%95%EC%9D%98%EC%9D%98%20%EC%8B%A4%ED%8C%A8%EC%97%90%EC%84%9C%20%EB%B0%B0%EC%9A%B0%EB%8A%94%20%EC%8A%A4%ED%83%80%ED%8A%B8%EC%97%85
2022-08-11,전자신문,Security,media-security,러시아 랜섬웨어 조직으로 보는 스타트업 경영 기법,랜섬웨어; Conti,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%9F%AC%EC%8B%9C%EC%95%84%20%EB%9E%9C%EC%84%AC%EC%9B%A8%EC%96%B4%20%EC%A1%B0%EC%A7%81%EC%9C%BC%EB%A1%9C%20%EB%B3%B4%EB%8A%94%20%EC%8A%A4%ED%83%80%ED%8A%B8%EC%97%85%20%EA%B2%BD%EC%98%81%20%EA%B8%B0%EB%B2%95
2022-08-04,전자신문,Security,media-security,사이버 전쟁은 시작되었다,사이버전쟁; 안보,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%82%AC%EC%9D%B4%EB%B2%84%20%EC%A0%84%EC%9F%81%EC%9D%80%20%EC%8B%9C%EC%9E%91%EB%90%98%EC%97%88%EB%8B%A4
2022-07-25,전자신문,Security,media-security,가상화폐를 노리는 불량국가 북한,북한; 가상화폐,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%EB%A5%BC%20%EB%85%B8%EB%A6%AC%EB%8A%94%20%EB%B6%88%EB%9F%89%EA%B5%AD%EA%B0%80%20%EB%B6%81%ED%95%9C
2022-07-22,전자신문,Blockchain-P2E,media-blockchain,P2E를 위한 블록체인 기술의 이해,P2E; 블록체인,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20P2E%EB%A5%BC%20%EC%9C%84%ED%95%9C%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%EA%B8%B0%EC%88%A0%EC%9D%98%20%EC%9D%B4%ED%95%B4
2022-07-11,전자신문,Crypto-Stablecoin,media-crypto,가상화폐 폭락이 기존 금융 시장을 흔들 수 있을까?,가상화폐; 금융,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%ED%8F%AD%EB%9D%BD%EC%9D%B4%20%EA%B8%B0%EC%A1%B4%20%EA%B8%88%EC%9C%B5%20%EC%8B%9C%EC%9E%A5%EC%9D%84%20%ED%9D%94%EB%93%A4%20%EC%88%98%20%EC%9E%88%EC%9D%84%EA%B9%8C%3F
2022-07-11,전자신문,Blockchain-P2E,media-blockchain,"P2E, 기회와 리스크",P2E,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20P2E%2C%20%EA%B8%B0%ED%9A%8C%EC%99%80%20%EB%A6%AC%EC%8A%A4%ED%81%AC
2022-07-07,전자신문,Security,media-security,가상화폐 지갑을 사용할 때 주의점,지갑; 보안,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%EC%A7%80%EA%B0%91%EC%9D%84%20%EC%82%AC%EC%9A%A9%ED%95%A0%20%EB%95%8C%20%EC%A3%BC%EC%9D%98%EC%A0%90
2022-06-18,전자신문,Security,media-security,SIM Swapping 공격을 당해본 후기,SIM스와핑; 보안,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20SIM%20Swapping%20%EA%B3%B5%EA%B2%A9%EC%9D%84%20%EB%8B%B9%ED%95%B4%EB%B3%B8%20%ED%9B%84%EA%B8%B0
2022-05-22,전자신문,Blockchain-P2E,media-blockchain,메인넷의 어려움과 NFT의 미래,메인넷; NFT,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%A9%94%EC%9D%B8%EB%84%B7%EC%9D%98%20%EC%96%B4%EB%A0%A4%EC%9B%80%EA%B3%BC%20NFT%EC%9D%98%20%EB%AF%B8%EB%9E%98
2022-05-12,전자신문,Crypto-Stablecoin,media-crypto,LUNA 급락과 가상화폐 투자의 기회,루나; LUNA,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20LUNA%20%EA%B8%89%EB%9D%BD%EA%B3%BC%20%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%ED%88%AC%EC%9E%90%EC%9D%98%20%EA%B8%B0%ED%9A%8C
2022-05-09,전자신문,Crypto-Stablecoin,media-crypto,비트코인 하락기를 어떻게 바라봐야 하나?,비트코인,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B9%84%ED%8A%B8%EC%BD%94%EC%9D%B8%20%ED%95%98%EB%9D%BD%EA%B8%B0%EB%A5%BC%20%EC%96%B4%EB%96%BB%EA%B2%8C%20%EB%B0%94%EB%9D%BC%EB%B4%90%EC%95%BC%20%ED%95%98%EB%82%98%3F
2022-04-26,전자신문,Security,media-security,스마트폰 유심에 비밀 번호를 설정하세요,유심; 보안,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0%20%EC%9C%A0%EC%8B%AC%EC%97%90%20%EB%B9%84%EB%B0%80%20%EB%B2%88%ED%98%B8%EB%A5%BC%20%EC%84%A4%EC%A0%95%ED%95%98%EC%84%B8%EC%9A%94
2022-04-20,전자신문,Blockchain-P2E,media-blockchain,메타콩즈 사태로 보는 NFT 해킹과 미래,메타콩즈; NFT해킹,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%A9%94%ED%83%80%EC%BD%A9%EC%A6%88%20%EC%82%AC%ED%83%9C%EB%A1%9C%20%EB%B3%B4%EB%8A%94%20NFT%20%ED%95%B4%ED%82%B9%EA%B3%BC%20%EB%AF%B8%EB%9E%98
2020-02-25,ZDNet Korea,Security,media-security,코로나19 불안감 타고 증식하는 '스미싱',스미싱; 코로나,https://zdnet.co.kr/error/,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%BD%94%EB%A1%9C%EB%82%9819%20%EB%B6%88%EC%95%88%EA%B0%90%20%ED%83%80%EA%B3%A0%20%EC%A6%9D%EC%8B%9D%ED%95%98%EB%8A%94%20'%EC%8A%A4%EB%AF%B8%EC%8B%B1'
2020-02-21,전자신문,Security,media-security,개인 정보 보호를 위한 탈중앙화 아이디가 필요한 이유,DID; 프라이버시,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B0%9C%EC%9D%B8%20%EC%A0%95%EB%B3%B4%20%EB%B3%B4%ED%98%B8%EB%A5%BC%20%EC%9C%84%ED%95%9C%20%ED%83%88%EC%A4%91%EC%95%99%ED%99%94%20%EC%95%84%EC%9D%B4%EB%94%94%EA%B0%80%20%ED%95%84%EC%9A%94%ED%95%9C%20%EC%9D%B4%EC%9C%A0
2019-07-19,ZDNet Korea,Blockchain-P2E,media-blockchain,대기업 블록체인 참여와 '실체 의문' 해소,블록체인; 대기업,https://zdnet.co.kr/view/?no=20190719085536,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%8C%80%EA%B8%B0%EC%97%85%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%EC%B0%B8%EC%97%AC%EC%99%80%20'%EC%8B%A4%EC%B2%B4%20%EC%9D%98%EB%AC%B8'%20%ED%95%B4%EC%86%8C
2019-05-20,ZDNet Korea,Security,media-security,"ICO 프로젝트, 사회 공학적 해킹에 대비하라",ICO; 사회공학,https://zdnet.co.kr/view/?no=20190520235500,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20ICO%20%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%2C%20%EC%82%AC%ED%9A%8C%20%EA%B3%B5%ED%95%99%EC%A0%81%20%ED%95%B4%ED%82%B9%EC%97%90%20%EB%8C%80%EB%B9%84%ED%95%98%EB%9D%BC
2019-01-17,ZDNet Korea,Blockchain-P2E,media-blockchain,중국 정부의 블록체인 규제와 블록체인의 미래,중국; 규제; 블록체인,https://zdnet.co.kr/view/?no=20190117084935,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%A4%91%EA%B5%AD%20%EC%A0%95%EB%B6%80%EC%9D%98%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%EA%B7%9C%EC%A0%9C%EC%99%80%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%98%20%EB%AF%B8%EB%9E%98
2018-12-29,벤처스퀘어,Crypto-Stablecoin,media-crypto,과연 시장에 비트코인은 있는가?,비트코인,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B3%BC%EC%97%B0%20%EC%8B%9C%EC%9E%A5%EC%97%90%20%EB%B9%84%ED%8A%B8%EC%BD%94%EC%9D%B8%EC%9D%80%20%EC%9E%88%EB%8A%94%EA%B0%80%3F
2018-11-09,벤처스퀘어,Blockchain-P2E,media-blockchain,"블록체인, 유지보수라는 또다른 리스크",메인넷; 유지보수,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%2C%20%EC%9C%A0%EC%A7%80%EB%B3%B4%EC%88%98%EB%9D%BC%EB%8A%94%20%EB%98%90%EB%8B%A4%EB%A5%B8%20%EB%A6%AC%EC%8A%A4%ED%81%AC
2018-10-16,벤처스퀘어,Macro-Policy,media-macro,"블록체인, 세상 바꿀 '파격적 입법' 필요하다",입법; 블록체인,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%2C%20%EC%84%B8%EC%83%81%20%EB%B0%94%EA%BF%80%20'%ED%8C%8C%EA%B2%A9%EC%A0%81%20%EC%9E%85%EB%B2%95'%20%ED%95%84%EC%9A%94%ED%95%98%EB%8B%A4
2018-10-04,벤처스퀘어,Blockchain-P2E,media-blockchain,'비트코인 제로데이'와 메인넷의 딜레마,제로데이; 메인넷,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20'%EB%B9%84%ED%8A%B8%EC%BD%94%EC%9D%B8%20%EC%A0%9C%EB%A1%9C%EB%8D%B0%EC%9D%B4'%EC%99%80%20%EB%A9%94%EC%9D%B8%EB%84%B7%EC%9D%98%20%EB%94%9C%EB%A0%88%EB%A7%88
2018-09-06,벤처스퀘어,Blockchain-P2E,media-blockchain,꿈의 기술 '블록체인 메인넷' 이뭐꼬?,메인넷,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%BF%88%EC%9D%98%20%EA%B8%B0%EC%88%A0%20'%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%20%EB%A9%94%EC%9D%B8%EB%84%B7'%20%EC%9D%B4%EB%AD%90%EA%BC%AC%3F
2018-03-05,벤처스퀘어,Blockchain-P2E,media-blockchain,무너지는 금융·IT 경계…블록체인이 혁신인 이유,금융; 블록체인,https://www.venturesquare.net/author/gameworker/,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%AC%B4%EB%84%88%EC%A7%80%EB%8A%94%20%EA%B8%88%EC%9C%B5%C2%B7IT%20%EA%B2%BD%EA%B3%84%E2%80%A6%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%B4%20%ED%98%81%EC%8B%A0%EC%9D%B8%20%EC%9D%B4%EC%9C%A0
2018-02-27,벤처스퀘어,Blockchain-P2E,media-blockchain,ICO 진행 중 느낀 '블록체인을 위한 클라우드',ICO; 클라우드,https://www.venturesquare.net/760229/,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20ICO%20%EC%A7%84%ED%96%89%20%EC%A4%91%20%EB%8A%90%EB%82%80%20'%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%84%20%EC%9C%84%ED%95%9C%20%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C'
2018-01-16,벤처스퀘어,Crypto-Stablecoin,media-crypto,버블과 투기 사이…가상화폐 논란,버블; 가상화폐,,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B2%84%EB%B8%94%EA%B3%BC%20%ED%88%AC%EA%B8%B0%20%EC%82%AC%EC%9D%B4%E2%80%A6%EA%B0%80%EC%83%81%ED%99%94%ED%8F%90%20%EB%85%BC%EB%9E%80
2018-01-02,벤처스퀘어,Blockchain-P2E,media-blockchain,게임 생태계와 블록체인이 만들 혁신,게임; 블록체인,https://www.venturesquare.net/757947/,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EA%B2%8C%EC%9E%84%20%EC%83%9D%ED%83%9C%EA%B3%84%EC%99%80%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%B4%20%EB%A7%8C%EB%93%A4%20%ED%98%81%EC%8B%A0
2017-10-11,ZDNet Korea,Blockchain-P2E,media-blockchain,블록체인은 어떻게 부정선거 시비 막을 수 있나,선거; 블록체인,https://zdnet.co.kr/view/?no=20171011095837,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EB%B8%94%EB%A1%9D%EC%B2%B4%EC%9D%B8%EC%9D%80%20%EC%96%B4%EB%96%BB%EA%B2%8C%20%EB%B6%80%EC%A0%95%EC%84%A0%EA%B1%B0%20%EC%8B%9C%EB%B9%84%20%EB%A7%89%EC%9D%84%20%EC%88%98%20%EC%9E%88%EB%82%98
2016-03-28,ZDNet Korea,Security,media-security,"핀테크, 머신러닝 기반 FDS를 주목해야할 이유",FDS; 머신러닝; 핀테크,https://zdnet.co.kr/view/?no=20160328132520,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%95%80%ED%85%8C%ED%81%AC%2C%20%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D%20%EA%B8%B0%EB%B0%98%20FDS%EB%A5%BC%20%EC%A3%BC%EB%AA%A9%ED%95%B4%EC%95%BC%ED%95%A0%20%EC%9D%B4%EC%9C%A0
2014-10-06,ZDNet Korea,Security,media-security,"진화하는 금융 사기, 제대로 예방하려면…",금융사기; 보안,https://zdnet.co.kr/view/?no=20141006083136,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%A7%84%ED%99%94%ED%95%98%EB%8A%94%20%EA%B8%88%EC%9C%B5%20%EC%82%AC%EA%B8%B0%2C%20%EC%A0%9C%EB%8C%80%EB%A1%9C%20%EC%98%88%EB%B0%A9%ED%95%98%EB%A0%A4%EB%A9%B4%E2%80%A6
2014-07-28,ZDNet Korea,Security,media-security,잊혀질 권리를 찾는 법,잊혀질권리; 프라이버시,https://zdnet.co.kr/view/?no=20140728101153,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%EC%9E%8A%ED%98%80%EC%A7%88%20%EA%B6%8C%EB%A6%AC%EB%A5%BC%20%EC%B0%BE%EB%8A%94%20%EB%B2%95
2014-07-15,ZDNet Korea,Security,media-security,패스워드를 제대로 관리하는 방법,패스워드; 보안,https://zdnet.co.kr/view/?no=20140715182038,false,,https://search.naver.com/search.naver?where=news&query=%5B%EA%B9%80%ED%98%B8%EA%B4%91%20%EC%B9%BC%EB%9F%BC%5D%20%ED%8C%A8%EC%8A%A4%EC%9B%8C%EB%93%9C%EB%A5%BC%20%EC%A0%9C%EB%8C%80%EB%A1%9C%20%EA%B4%80%EB%A6%AC%ED%95%98%EB%8A%94%20%EB%B0%A9%EB%B2%95
